variance,skewness,curtosis,entropy,class
1.1097092855616255,1.1518195718090045,-0.9755287443257503,0.3461323903373882,0
1.4326828350211014,1.066810357553484,-0.8949372419418834,-0.14070687219493785,0
1.1951087613680693,-0.7751468641847921,0.11801497098616857,0.6115581288838418,0
1.0520541566415633,1.2978540491555142,-1.253773968644469,-1.1633422117125063,0
-0.0407236856581085,-1.0848585974529998,0.7299279670043101,0.08628431393912633,0
1.370659893304065,1.3232528318386354,-1.2420793026834034,-0.9562061599666742,0
1.0990867648393838,0.18816589218336038,-0.15824724475654361,0.831096445733048,0
0.5752986542262123,-1.486261640823563,1.6294003185315056,0.2717140037909636,0
0.963509855621298,0.6562364785563979,-0.5008431774456097,0.2667502201939056,0
0.38080868600253565,1.2389425102609726,-0.8517640482358141,0.2078370629897889,0
0.272172446116188,1.1708771819027828,-0.8382897591937164,0.17372843599242008,0
1.2384025218116796,-0.7867893934281288,0.22673376284556343,0.9743507607515245,0
0.5078945671433032,0.9807442811997394,-0.29112730893945277,-0.9314112216122876,0
-0.7067417579417172,1.5228974914256932,0.26177153675263026,-0.8476743504967,0
1.033674400391895,1.1620472695337514,-1.0181010263421204,0.28597708825246176,0
1.47831774312389,-0.9031976396986221,0.4798100321611189,1.2689117508459276,0
0.7778603404986976,0.19697875838951717,-0.24082637811403035,0.8416378914782977,0
0.12501209736052618,0.1599374464630592,0.677255746203383,0.8490763729846137,0
0.35016411141896314,-1.1571684203669599,1.601481036948566,-0.4507634997792872,0
1.67602242156614,1.5542965234406658,-1.332770743851827,-1.4064477098138315,0
1.8662494044999693,1.0195583940651536,-0.9321475427270929,0.326905522278832,0
-0.040737662659058815,-1.0848585974529998,0.7299279670043101,0.08628431393912633,0
1.2196383980358776,1.4068472145755662,-1.210392767045812,-1.3661139706338719,0
0.1712375337534658,1.1892188531558285,-0.7157037744951132,-0.2355702920498246,0
1.393512289857835,1.3599361743447274,-1.4082313848851868,-1.2371515156339778,0
0.09082085878581048,-1.262633030071974,1.600094317664645,-0.8166447081073616,0
0.2436943066799149,-0.9631660406913874,0.962411454953641,0.2555900999713413,0
-0.2892976590590411,1.1049085315781657,0.1730677265578264,-1.2334106932130064,0
2.137612877950396,1.3482936451013905,-1.3462450328939246,-0.9865643726907103,0
1.553129640710468,-0.8978962830446284,0.4637703124437677,1.083501244698813,0
-0.24246422312476265,-0.355755005132687,0.8073531270232243,0.6345018397324657,0
0.36431582488116027,0.29291456304764224,0.4378386618344478,0.7951269993775549,0
1.3456760041053712,0.9729882770918065,-0.878481506439356,0.0993100494459955,0
-0.4930019651592149,1.2788134852246105,0.0732470501035904,-1.7717054477384104,0
-0.7205091038777806,-0.18750085447916473,1.5598794584309403,0.8521793372235474,0
