fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.494481426168349,1.4412863119961776,0.1025679625835898,12.247421463855458,0.10465596684305603,20.394333046266105,80.40756207989762,1.0172977746825929,3.749888690716033,1.7171328497700085,12.259586397677428,5
15.408571676918994,0.3878009870781144,0.3927307432714162,2.337467929489838,0.07261077861705938,15.87586492618978,112.2661100318638,0.9876937968382264,3.946496997695316,0.44863558573919216,10.754363854120383,8
12.783927301736862,0.5850573431732812,0.5533711897497718,10.023599887297442,0.0937145916712432,33.32834123641075,146.86510750075166,0.9959108525078194,3.296373705814478,1.372283496669305,14.753761878305735,5
11.18390181036444,0.43998460334048206,0.50313247255154,2.357690400587262,0.17282052467518375,65.49906589893081,103.10169114601366,1.0301147328642801,3.9429048337041475,1.15692740962815,12.001776282694898,7
5.872223685309239,0.6324944587479059,0.19386306793689267,1.5580345638943482,0.13999972428581248,8.418102489531023,74.45933364346746,0.9996254903600983,3.788557138522041,1.1953719101747968,14.564513413211529,5
5.871934244034431,0.20413576411914006,0.8588167711681547,14.141442555288148,0.17766382635604053,52.139022600265086,118.77607415152643,1.00928360937618,3.3772613529715816,1.8754118370232147,8.053139913217398,6
4.697003346018393,0.8785896863624055,0.6769407829968374,3.351931494780585,0.04866711058305843,49.79709331333207,11.425933742221202,1.0364684201087504,3.608831414951359,0.3537455191611116,12.008694082337847,7
14.394113749299223,0.20141884538832236,0.8379083748518036,12.818752318395564,0.17593861238987324,7.798548105098394,224.61689044525684,0.9936289453302167,3.3219810150045554,1.6147667818689129,13.0203082280769,7
11.213380140918506,1.3005347617335423,0.8587642793494722,8.669463066607037,0.02135483209389304,66.5026407483118,54.37740487962678,1.0033775610414806,3.470468089855063,0.3884890772244221,13.215561198135525,6
12.496870933552547,0.4505681228656495,0.7483558536657398,1.6678477941315442,0.17883386328305897,41.36152635313419,18.42500565747034,1.0163874665326127,2.8696556044222046,0.3648611300901412,14.33483817247177,7
4.247013931549629,0.9100178719067659,0.43921060124971734,14.831722871571012,0.07252401809753829,26.824512000633582,190.99673009213743,1.0253203357702383,3.63551617036064,1.0306900868403492,8.030811263026504,5
15.638918225943932,1.4201186313421874,0.6105467550154245,4.204417504878387,0.06977165034867264,54.71423942816677,225.02392445709924,1.0340992032027623,2.863389573380964,0.4072277963830434,8.002311114816335,5
13.98931168960506,1.0763160535707914,0.16036540611974315,13.394680180289097,0.10729682957274614,19.27294754651602,236.31364424077464,1.0349283792544108,3.7805019363035792,1.6415447171979505,11.305844225566506,4
6.548069328139314,0.8994366798270029,0.6736454174749077,3.0321500867684628,0.18873113566741404,50.23919843028875,145.66309869294977,1.0265984044623575,3.789936315352669,1.2002572592021732,8.205055935037594,6
6.181899606485207,0.5865006296730634,0.17925325573928075,13.309143232127793,0.01907845928946702,3.819495737629553,64.11919626726583,0.9936998501955986,3.0844927450674575,0.3493659305216165,14.821727875636622,6
6.200854118241206,0.5995028695872969,0.6939495905101568,0.6984321935794098,0.0769238852634416,60.597970670258306,214.63543266170097,0.9814885598025539,3.18839533724296,0.3688511670192631,9.554456221789744,7
7.650906915514453,1.1042304327972854,0.22959816075396866,8.17670684854221,0.1727486778498338,32.82013013851361,204.01880083467742,1.0030264358213374,3.377572454269952,1.341536500557115,11.308653105553912,4
10.297077179586854,1.5912090418317515,0.11755130015021997,12.041638691323351,0.08525035071273868,46.205196919413865,75.69461775119802,0.9884929310592694,3.5159954883189775,1.6703900900192883,8.427963410085566,3
9.18334022370539,1.092758784774068,0.16528449014295743,14.52193276239175,0.04783981054344273,16.70788520627454,261.6643949091704,1.022623258846298,3.1448243940903957,1.044259203167115,11.65433891319881,5
7.4947496823765025,0.9366751260550373,0.001992135219070268,14.138032043097306,0.09071089445296823,49.072233598749804,35.5371226374406,1.019667835209543,3.51098368555831,1.2427871416105614,10.65969287603186,4
11.342234736668553,1.1959757653588692,0.7187396178535302,12.794373043214673,0.08325497528341716,55.82905958842264,284.1007718043452,0.9826382984972872,3.1573444878751586,1.6597100718848328,8.312620202140566,5
5.673926327824502,0.7978084184255773,0.7324010490583791,13.822870244919562,0.18392907827867366,34.59813626879231,249.4501305066225,1.0301956267478571,2.8665888652852725,1.3378604958710927,10.345869866873574,5
